Project,Package,Module,Smell,Class,Line no,File,Description
flask_app,flask_app.tests,test_shopping_component,Multifaceted abstraction,TestShopStatusText,321,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_shopping_component.py,"Class 'TestShopStatusText' has a high LCOM value of 1, indicating it may have multiple responsibilities."
flask_app,flask_app.tests,test_shopping_component,Multifaceted abstraction,TestBookingWithVariants,437,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_shopping_component.py,"Class 'TestBookingWithVariants' has a high LCOM value of 1, indicating it may have multiple responsibilities."
flask_app,flask_app.tests,test_shopping_component,Feature envy,TestProductImages,38,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_shopping_component.py,Method 'test_get_shop_items_includes_image_url' in class 'TestProductImages' seems to access code elements that are outside of the class more than its internal to class members. It seems the method is more suitable in `test_constants`.
flask_app,flask_app.tests,test_shopping_component,Feature envy,TestProductImages,64,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_shopping_component.py,Method 'test_get_shop_items_image_url_can_be_none' in class 'TestProductImages' seems to access code elements that are outside of the class more than its internal to class members. It seems the method is more suitable in `test_constants`.
flask_app,flask_app.tests,test_shopping_component,Feature envy,TestProductVariants,94,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_shopping_component.py,Method 'test_get_shop_items_includes_variants' in class 'TestProductVariants' seems to access code elements that are outside of the class more than its internal to class members. It seems the method is more suitable in `test_constants`.
flask_app,flask_app.tests,test_shopping_component,Feature envy,TestProductVariants,136,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_shopping_component.py,Method 'test_variant_has_required_fields' in class 'TestProductVariants' seems to access code elements that are outside of the class more than its internal to class members. It seems the method is more suitable in `test_constants`.
flask_app,flask_app.tests,test_shopping_component,Feature envy,TestProductVariants,171,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_shopping_component.py,Method 'test_variant_final_price_calculation' in class 'TestProductVariants' seems to access code elements that are outside of the class more than its internal to class members. It seems the method is more suitable in `test_constants`.
flask_app,flask_app.tests,test_shopping_component,Feature envy,TestProductVariants,180,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_shopping_component.py,Method 'test_items_without_variants_have_empty_array' in class 'TestProductVariants' seems to access code elements that are outside of the class more than its internal to class members. It seems the method is more suitable in `test_constants`.
flask_app,flask_app.tests,test_shopping_component,Feature envy,TestStockQuantity,210,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_shopping_component.py,Method 'test_get_shop_items_includes_stock_quantity' in class 'TestStockQuantity' seems to access code elements that are outside of the class more than its internal to class members. It seems the method is more suitable in `test_constants`.
flask_app,flask_app.tests,test_shopping_component,Feature envy,TestStockQuantity,235,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_shopping_component.py,Method 'test_stock_quantity_is_integer' in class 'TestStockQuantity' seems to access code elements that are outside of the class more than its internal to class members. It seems the method is more suitable in `test_constants`.
flask_app,flask_app.tests,test_shopping_component,Feature envy,TestTimeParsing,300,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_shopping_component.py,Method 'test_time_comparison_open_hours' in class 'TestTimeParsing' seems to access code elements that are outside of the class more than its internal to class members. It seems the method is more suitable in `test_constants`.
flask_app,flask_app.tests,test_shopping_component,Feature envy,TestShopStatusText,324,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_shopping_component.py,Method 'test_status_open_now' in class 'TestShopStatusText' seems to access code elements that are outside of the class more than its internal to class members. It seems the method is more suitable in `test_constants`.
flask_app,flask_app.tests,test_shopping_component,Feature envy,TestShopStatusText,352,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_shopping_component.py,Method 'test_status_opens_at_when_closed' in class 'TestShopStatusText' seems to access code elements that are outside of the class more than its internal to class members. It seems the method is more suitable in `test_constants`.
flask_app,flask_app.tests,test_shopping_component,Feature envy,TestShopStatusText,380,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_shopping_component.py,Method 'test_next_change_shows_close_time_when_open' in class 'TestShopStatusText' seems to access code elements that are outside of the class more than its internal to class members. It seems the method is more suitable in `test_constants`.
flask_app,flask_app.tests,test_shopping_component,Feature envy,TestShopStatusText,408,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_shopping_component.py,Method 'test_next_change_shows_open_time_when_closed' in class 'TestShopStatusText' seems to access code elements that are outside of the class more than its internal to class members. It seems the method is more suitable in `test_constants`.
flask_app,flask_app.tests,test_shopping_component,Feature envy,TestBookingWithVariants,440,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_shopping_component.py,Method 'test_create_booking_with_variants_calculates_price' in class 'TestBookingWithVariants' seems to access code elements that are outside of the class more than its internal to class members. It seems the method is more suitable in `test_constants`.
flask_app,flask_app.tests,test_shopping_component,Feature envy,TestBookingWithVariants,458,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_shopping_component.py,Method 'test_create_booking_with_multiple_quantity_and_variants' in class 'TestBookingWithVariants' seems to access code elements that are outside of the class more than its internal to class members. It seems the method is more suitable in `test_constants`.
flask_app,flask_app.tests,test_shopping_component,Feature envy,TestBookingWithVariants,476,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_shopping_component.py,Method 'test_create_booking_with_positive_price_adjustment' in class 'TestBookingWithVariants' seems to access code elements that are outside of the class more than its internal to class members. It seems the method is more suitable in `test_constants`.
flask_app,flask_app.tests,test_login,Feature envy,test_login,22,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_login.py,Function 'test_login_success' in module 'test_login' seems to access code elements that are outside of the module more than its internal to module members. It seems the method is more suitable in `test_constants`.
flask_app,flask_app.tests,test_login,Feature envy,test_login,29,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_login.py,Function 'test_login_invalid' in module 'test_login' seems to access code elements that are outside of the module more than its internal to module members. It seems the method is more suitable in `test_constants`.
flask_app,flask_app.tests,test_login,Feature envy,test_login,39,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_login.py,Function 'test_login_missing_fields' in module 'test_login' seems to access code elements that are outside of the module more than its internal to module members. It seems the method is more suitable in `test_constants`.
flask_app,flask_app.tests,test_login,Feature envy,test_login,52,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_login.py,Function 'test_login_missing_fields' in module 'test_login' seems to access code elements that are outside of the module more than its internal to module members. It seems the method is more suitable in `test_constants`.
flask_app,flask_app.tests,test_login,Feature envy,test_login,58,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_login.py,Function 'test_login_returns_valid_token' in module 'test_login' seems to access code elements that are outside of the module more than its internal to module members. It seems the method is more suitable in `test_constants`.
flask_app,flask_app.tests,test_login,Feature envy,test_login,105,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_login.py,Function 'test_valid_token_allows_access' in module 'test_login' seems to access code elements that are outside of the module more than its internal to module members. It seems the method is more suitable in `test_constants`.
flask_app,flask_app.tests,test_flight_details,Feature envy,test_flight_details,7,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_flight_details.py,Function 'test_get_flight_details' in module 'test_flight_details' seems to access code elements that are outside of the module more than its internal to module members. It seems the method is more suitable in `test_constants`.
flask_app,flask_app.tests,test_subscribe,Feature envy,test_subscribe,15,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_subscribe.py,Function 'test_subscribe_requires_auth' in module 'test_subscribe' seems to access code elements that are outside of the module more than its internal to module members. It seems the method is more suitable in `test_constants`.
flask_app,flask_app.tests,test_shops,Insufficient modularization,test_shops,1,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_shops.py,"Module 'test_shops' is insufficiently modularized with NOPM: 42, WMC: 42, NOM: 42."
flask_app,flask_app.tests,test_shops,Multifaceted abstraction,test_shops,1,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_shops.py,"Class 'test_shops' has a high LCOM value of 1, indicating it may have multiple responsibilities."
flask_app,flask_app.tests,test_shops,Feature envy,test_shops,35,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_shops.py,Function 'test_get_shops_list_all' in module 'test_shops' seems to access code elements that are outside of the module more than its internal to module members. It seems the method is more suitable in `test_constants`.
flask_app,flask_app.tests,test_shops,Feature envy,test_shops,76,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_shops.py,Function 'test_get_shops_with_category_filter' in module 'test_shops' seems to access code elements that are outside of the module more than its internal to module members. It seems the method is more suitable in `test_constants`.
flask_app,flask_app.tests,test_shops,Feature envy,test_shops,95,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_shops.py,Function 'test_get_shops_with_open_now_filter_true' in module 'test_shops' seems to access code elements that are outside of the module more than its internal to module members. It seems the method is more suitable in `test_constants`.
flask_app,flask_app.tests,test_shops,Feature envy,test_shops,241,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_shops.py,Function 'test_get_shop_by_id_success' in module 'test_shops' seems to access code elements that are outside of the module more than its internal to module members. It seems the method is more suitable in `test_constants`.
flask_app,flask_app.tests,test_shops,Feature envy,test_shops,287,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_shops.py,Function 'test_get_shop_by_id_not_found' in module 'test_shops' seems to access code elements that are outside of the module more than its internal to module members. It seems the method is more suitable in `test_constants`.
flask_app,flask_app.tests,test_shops,Feature envy,test_shops,308,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_shops.py,Function 'test_get_shop_hours_success' in module 'test_shops' seems to access code elements that are outside of the module more than its internal to module members. It seems the method is more suitable in `test_constants`.
flask_app,flask_app.tests,test_shops,Feature envy,test_shops,341,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_shops.py,Function 'test_get_shop_hours_not_found' in module 'test_shops' seems to access code elements that are outside of the module more than its internal to module members. It seems the method is more suitable in `test_constants`.
flask_app,flask_app.tests,test_shops,Feature envy,test_shops,355,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_shops.py,Function 'test_get_shop_categories' in module 'test_shops' seems to access code elements that are outside of the module more than its internal to module members. It seems the method is more suitable in `test_constants`.
flask_app,flask_app.tests,test_shops,Feature envy,test_shops,394,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_shops.py,Function 'test_get_shop_catalog_success' in module 'test_shops' seems to access code elements that are outside of the module more than its internal to module members. It seems the method is more suitable in `test_constants`.
flask_app,flask_app.tests,test_shops,Feature envy,test_shops,430,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_shops.py,Function 'test_get_shop_catalog_default_include_items' in module 'test_shops' seems to access code elements that are outside of the module more than its internal to module members. It seems the method is more suitable in `test_constants`.
flask_app,flask_app.tests,test_shops,Feature envy,test_shops,448,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_shops.py,Function 'test_get_shop_catalog_without_items' in module 'test_shops' seems to access code elements that are outside of the module more than its internal to module members. It seems the method is more suitable in `test_constants`.
flask_app,flask_app.tests,test_shops,Feature envy,test_shops,466,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_shops.py,Function 'test_get_shop_catalog_not_found' in module 'test_shops' seems to access code elements that are outside of the module more than its internal to module members. It seems the method is more suitable in `test_constants`.
flask_app,flask_app.tests,test_shops,Feature envy,test_shops,480,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_shops.py,Function 'test_get_shop_items_success' in module 'test_shops' seems to access code elements that are outside of the module more than its internal to module members. It seems the method is more suitable in `test_constants`.
flask_app,flask_app.tests,test_shops,Feature envy,test_shops,517,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_shops.py,Function 'test_get_shop_items_with_search' in module 'test_shops' seems to access code elements that are outside of the module more than its internal to module members. It seems the method is more suitable in `test_constants`.
flask_app,flask_app.tests,test_shops,Feature envy,test_shops,536,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_shops.py,Function 'test_get_shop_items_with_category_id' in module 'test_shops' seems to access code elements that are outside of the module more than its internal to module members. It seems the method is more suitable in `test_constants`.
flask_app,flask_app.tests,test_shops,Feature envy,test_shops,555,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_shops.py,Function 'test_get_shop_items_with_min_price' in module 'test_shops' seems to access code elements that are outside of the module more than its internal to module members. It seems the method is more suitable in `test_constants`.
flask_app,flask_app.tests,test_shops,Feature envy,test_shops,574,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_shops.py,Function 'test_get_shop_items_with_max_price' in module 'test_shops' seems to access code elements that are outside of the module more than its internal to module members. It seems the method is more suitable in `test_constants`.
flask_app,flask_app.tests,test_shops,Feature envy,test_shops,593,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_shops.py,Function 'test_get_shop_items_with_price_range' in module 'test_shops' seems to access code elements that are outside of the module more than its internal to module members. It seems the method is more suitable in `test_constants`.
flask_app,flask_app.tests,test_shops,Feature envy,test_shops,615,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_shops.py,Function 'test_get_shop_items_invalid_price_range' in module 'test_shops' seems to access code elements that are outside of the module more than its internal to module members. It seems the method is more suitable in `test_constants`.
flask_app,flask_app.tests,test_shops,Feature envy,test_shops,624,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_shops.py,Function 'test_get_shop_items_with_availability_in_stock' in module 'test_shops' seems to access code elements that are outside of the module more than its internal to module members. It seems the method is more suitable in `test_constants`.
flask_app,flask_app.tests,test_shops,Feature envy,test_shops,643,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_shops.py,Function 'test_get_shop_items_with_availability_low_stock' in module 'test_shops' seems to access code elements that are outside of the module more than its internal to module members. It seems the method is more suitable in `test_constants`.
flask_app,flask_app.tests,test_shops,Feature envy,test_shops,662,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_shops.py,Function 'test_get_shop_items_with_availability_out_of_stock' in module 'test_shops' seems to access code elements that are outside of the module more than its internal to module members. It seems the method is more suitable in `test_constants`.
flask_app,flask_app.tests,test_shops,Feature envy,test_shops,681,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_shops.py,Function 'test_get_shop_items_with_sorting_name' in module 'test_shops' seems to access code elements that are outside of the module more than its internal to module members. It seems the method is more suitable in `test_constants`.
flask_app,flask_app.tests,test_shops,Feature envy,test_shops,700,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_shops.py,Function 'test_get_shop_items_with_sorting_price_asc' in module 'test_shops' seems to access code elements that are outside of the module more than its internal to module members. It seems the method is more suitable in `test_constants`.
flask_app,flask_app.tests,test_shops,Feature envy,test_shops,719,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_shops.py,Function 'test_get_shop_items_with_sorting_price_desc' in module 'test_shops' seems to access code elements that are outside of the module more than its internal to module members. It seems the method is more suitable in `test_constants`.
flask_app,flask_app.tests,test_shops,Feature envy,test_shops,738,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_shops.py,Function 'test_get_shop_items_with_multiple_filters' in module 'test_shops' seems to access code elements that are outside of the module more than its internal to module members. It seems the method is more suitable in `test_constants`.
flask_app,flask_app.tests,test_shops,Feature envy,test_shops,765,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_shops.py,Function 'test_get_shop_items_not_found' in module 'test_shops' seems to access code elements that are outside of the module more than its internal to module members. It seems the method is more suitable in `test_constants`.
flask_app,flask_app.tests,test_shops,Feature envy,test_shops,780,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_shops.py,Function 'test_get_item_by_id_success' in module 'test_shops' seems to access code elements that are outside of the module more than its internal to module members. It seems the method is more suitable in `test_constants`.
flask_app,flask_app.tests,test_shops,Feature envy,test_shops,821,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_shops.py,Function 'test_get_item_by_id_not_found' in module 'test_shops' seems to access code elements that are outside of the module more than its internal to module members. It seems the method is more suitable in `test_constants`.
flask_app,flask_app.tests,test_shops,Feature envy,test_shops,841,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_shops.py,Function 'test_get_shop_item_categories' in module 'test_shops' seems to access code elements that are outside of the module more than its internal to module members. It seems the method is more suitable in `test_constants`.
flask_app,flask_app.tests,test_shops,Feature envy,test_shops,881,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_shops.py,Function 'test_get_shop_item_categories_empty' in module 'test_shops' seems to access code elements that are outside of the module more than its internal to module members. It seems the method is more suitable in `test_constants`.
flask_app,flask_app.tests,test_shops,Feature envy,test_shops,900,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_shops.py,Function 'test_get_shop_item_categories_not_found' in module 'test_shops' seems to access code elements that are outside of the module more than its internal to module members. It seems the method is more suitable in `test_constants`.
flask_app,flask_app.tests,test_integration,Multifaceted abstraction,TestGetShops,45,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_integration.py,"Class 'TestGetShops' has a high LCOM value of 1, indicating it may have multiple responsibilities."
flask_app,flask_app.tests,test_integration,Multifaceted abstraction,TestGetShopById,209,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_integration.py,"Class 'TestGetShopById' has a high LCOM value of 1, indicating it may have multiple responsibilities."
flask_app,flask_app.tests,test_integration,Multifaceted abstraction,TestPickupCodes,422,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_integration.py,"Class 'TestPickupCodes' has a high LCOM value of 1, indicating it may have multiple responsibilities."
flask_app,flask_app.tests,test_integration,Multifaceted abstraction,TestCreateBooking,491,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_integration.py,"Class 'TestCreateBooking' has a high LCOM value of 1, indicating it may have multiple responsibilities."
flask_app,flask_app.tests,test_integration,Multifaceted abstraction,TestCancelBooking,538,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_integration.py,"Class 'TestCancelBooking' has a high LCOM value of 1, indicating it may have multiple responsibilities."
flask_app,flask_app.tests,test_integration,Multifaceted abstraction,TestReservationExpiry,627,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_integration.py,"Class 'TestReservationExpiry' has a high LCOM value of 1, indicating it may have multiple responsibilities."
flask_app,flask_app.tests,test_integration,Multifaceted abstraction,TestStockManagement,647,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_integration.py,"Class 'TestStockManagement' has a high LCOM value of 1, indicating it may have multiple responsibilities."
flask_app,flask_app.tests,test_integration,Feature envy,TestGetShops,48,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_integration.py,Method 'test_basic_listing' in class 'TestGetShops' seems to access code elements that are outside of the class more than its internal to class members. It seems the method is more suitable in `test_constants`.
